ticker,region,sub_region,country,objective,asset_class,hedge_ccy,leverage_typ,emerging_mkt,single_stock
FLXB,Americas,Latin America and the Caribbean,Brazil,Large/Mid Cap,Equity,nan,nan,False,False
FLXC,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
FLXD,Europe,,,Income,Equity,nan,nan,False,False
FLXE,,,,Large/Mid Cap,Equity,nan,nan,True,False
FLXG,,,,Large/Mid Cap,Equity,nan,nan,False,False
FLXI,Asia,Southern Asia,India,Large/Mid Cap,Equity,nan,nan,False,False
FLXK,Asia,Eastern Asia,South Korea,Large/Mid Cap,Equity,nan,nan,False,False
FLXT,Asia,Eastern Asia,Taiwan,Large/Mid Cap,Equity,nan,nan,False,False
FLXU,Americas,Northern America,United States,All Cap,Equity,nan,nan,False,False
FLXX,,,,Income,Equity,nan,nan,False,False
FMQP,,,,Ecommerce,Equity,nan,nan,True,False
FMQQ,,,,Ecommerce,Equity,nan,nan,True,False
FMTV,,,,Metaverse,Equity,nan,nan,False,False
FMVR,,,,Metaverse,Equity,nan,nan,False,False
FNCE,Europe,,,Financial Services,Equity,nan,nan,False,False
FNCL,Europe,,,Financial Services,Equity,nan,nan,False,False
FNCW,,,,Financial Services,Equity,nan,nan,False,False
FNRG,,,,Clean Energy,Equity,nan,nan,False,False
FOFD,,,,Food Technology,Equity,nan,nan,False,False
FOGB,,,,Food Technology,Equity,nan,nan,False,False
FOHW,,,,Health and Wellbeing,Equity,nan,nan,False,False
FOOD,,,,Food Technology,Equity,nan,nan,False,False
FPX,Americas,Northern America,United States,All Cap,Equity,nan,nan,False,False
FPXE,Europe,,,All Cap,Equity,nan,nan,False,False
FPXR,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
FPXS,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
FRCH,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
FREM,,,,Large/Mid Cap,Equity,nan,nan,True,False
FREQ,Europe,,,All Cap,Equity,nan,nan,False,False
FRFD,,,,Food Technology,Equity,nan,nan,False,False
FRGD,,,,Income,Equity,nan,nan,False,False
FRGE,,,,Large/Mid Cap,Equity,nan,nan,False,False
FRGP,Europe,Western Europe,France,Government,Fixed Income,GBP,nan,False,False
FRHW,,,,Health and Wellbeing,Equity,nan,nan,False,False
FRIN,Asia,Southern Asia,India,Large/Mid Cap,Equity,nan,nan,False,False
FRNW,,,,Clean Energy,Equity,nan,nan,False,False
FRQX,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
FRUC,Americas,Northern America,United States,Corporate,Fixed Income,nan,nan,False,False
FRUE,Americas,Northern America,United States,All Cap,Equity,nan,nan,False,False
FRXD,Europe,,,Income,Equity,nan,nan,False,False
FRXE,Europe,,,Government,Fixed Income,nan,nan,False,False
FRXT,Asia,Eastern Asia,Taiwan,Large/Mid Cap,Equity,nan,nan,False,False
FSED,,,,Aggregate,Fixed Income,nan,nan,True,False
FSEM,,,,Aggregate,Fixed Income,nan,nan,True,False
FSEU,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
FSFL,,,,Clean Energy,Equity,nan,nan,False,False
FSKY,,,,Cloud Computing and Internet,Equity,nan,nan,False,False
FSMF,,,,Corporate,Fixed Income,nan,nan,False,False
FSMG,,,,Corporate,Fixed Income,nan,nan,False,False
FSMP,,,,Corporate,Fixed Income,nan,nan,False,False
FSMU,,,,Corporate,Fixed Income,nan,nan,False,False
FSUS,Americas,Northern America,United States,All Cap,Equity,nan,nan,False,False
FSV,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
FSWD,,,,Large/Mid Cap,Equity,nan,nan,False,False
FT1K,Europe,Northern Europe,United Kingdom,Large/Mid Cap,Equity,nan,nan,False,False
FTAD,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
FTAL,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
FTCS,,,,Large/Mid Cap,Equity,nan,nan,False,False
FTEK,Americas,Northern America,United States,Fintech,Equity,nan,nan,False,False
FTEU,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
FTF,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
FTFX,,,,Aggregate Fixed Income,Equity,nan,nan,False,False
FTV,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
FTWD,,,,Large/Mid Cap,Equity,nan,nan,False,False
FTWG,,,,Large/Mid Cap,Equity,nan,nan,False,False
FUQA,Americas,Northern America,United States,Income,Equity,nan,nan,False,False
FUSA,Americas,Northern America,United States,Income,Equity,nan,nan,False,False
FUSD,Americas,Northern America,United States,Income,Equity,nan,nan,False,False
FUSI,Americas,Northern America,United States,Income,Equity,nan,nan,False,False
FUSP,Americas,Northern America,United States,Income,Equity,GBP,nan,False,False
FUSR,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
FUSS,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
FVD,,,,Income,Equity,nan,nan,False,False
FVUB,Americas,Latin America and the Caribbean,Brazil,Large/Mid Cap,Equity,nan,nan,False,False
FVUG,Europe,,,Aggregate,Fixed Income,nan,nan,False,False
FWRA,,,,Large/Mid Cap,Equity,nan,nan,False,False
FWRG,,,,Large/Mid Cap,Equity,nan,nan,False,False
FWSD,,,,Large/Mid Cap,Equity,GBP,nan,False,False
FWT,Europe,Northern Europe,United Kingdom,Technology,VCT,nan,nan,False,False
FXC,Asia,Eastern Asia,China,Large Cap,Equity,nan,nan,False,False
FXGB,,,,Government,Fixed Income,nan,nan,False,False
G500,Americas,Northern America,United States,Large Cap,Equity,GBP,nan,False,False
GAAA,,,,Government,Fixed Income,nan,nan,False,False
GABI,,,,ABS,Fixed Income,nan,nan,False,False
GAGG,,,,Aggregate,Fixed Income,nan,nan,False,False
GAGU,,,,Aggregate,Fixed Income,nan,nan,False,False
GBCH,,,,Currency,Currency,nan,nan,False,False
GBDV,,,,Income,Equity,nan,nan,False,False
GBHG,,,,High Yield,Fixed Income,GBP,nan,False,False
GBHS,,,,High Yield,Fixed Income,nan,nan,False,False
GBHY,,,,High Yield,Fixed Income,nan,nan,False,False
GBJP,,,,Currency,Currency,nan,nan,False,False
GBP5,Europe,Northern Europe,United Kingdom,Corporate,Fixed Income,nan,nan,False,False
GBPC,Europe,Northern Europe,United Kingdom,Corporate,Fixed Income,nan,nan,False,False
GBPG,Europe,Northern Europe,United Kingdom,Government,Fixed Income,nan,nan,False,False
GBRE,,,,Real Estate,Equity,nan,nan,False,False
GBS,,,,Precious Metals,Commodity,nan,nan,False,False
GBSP,,,,Precious Metals,Commodity,GBP,nan,False,False
GBSS,,,,Precious Metals,Commodity,nan,nan,False,False
GBUR,,,,Currency,Currency,nan,nan,False,False
GBUS,,,,Currency,Currency,nan,nan,False,False
GCED,,,,Clean Energy,Equity,nan,nan,False,False
GCEX,,,,Clean Energy,Equity,nan,nan,False,False
GCGB,,,,Precious Metals,Commodity,nan,nan,False,False
GCL,,,,Clean Energy,Equity,nan,nan,False,False
GCLE,,,,Clean Energy,Equity,nan,nan,False,False
GCLM,,,,Large/Mid Cap,Equity,nan,nan,False,False
GCLX,,,,Clean Energy,Equity,nan,nan,False,False
GCP,,,,Infrastructure,Equity,nan,nan,False,False
GCSG,,,,Corporate,Fixed Income,nan,nan,False,False
GCVB,,,,Convertible,Fixed Income,nan,nan,False,False
GCVG,,,,Convertible,Fixed Income,GBP,nan,False,False
GDGB,,,,Mining - Gold,Equity,nan,nan,False,False
GDIG,,,,Mining,Equity,nan,nan,False,False
GDX,,,,Mining - Gold,Equity,nan,nan,False,False
GDXJ,,,,Mining - Gold,Equity,nan,nan,False,False
GEDM,,,,Large/Mid Cap,Equity,nan,nan,True,False
GEDV,,,,Income,Equity,nan,nan,False,False
GEND,,,,Gender Equality,Equity,nan,nan,False,False
GENE,,,,Gender Equality,Equity,nan,nan,False,False
GENG,,,,Gender Equality,Equity,GBP,nan,False,False
GENY,,,,Millenials,Equity,nan,nan,False,False
GFA,,,,High Yield,Fixed Income,nan,nan,False,False
GFGB,,,,High Yield,Fixed Income,nan,nan,False,False
GFOF,,,,Fintech,Equity,nan,nan,False,False
GFOP,,,,Fintech,Equity,nan,nan,False,False
GGOV,,,,Government,Fixed Income,nan,nan,False,False
GGRA,,,,Income,Equity,nan,nan,False,False
GGRB,,,,Income,Equity,nan,nan,False,False
GGRG,,,,Income,Equity,nan,nan,False,False
GGRP,,,,Income,Equity,nan,nan,False,False
GGRW,,,,Income,Equity,nan,nan,False,False
GHYG,,,,High Yield,Fixed Income,GBP,nan,False,False
GHYS,,,,High Yield,Fixed Income,GBP,nan,False,False
GHYU,,,,High Yield,Fixed Income,nan,nan,False,False
GIF,,,,Other,Multi Asset,nan,nan,False,False
GIGB,,,,Mining,Equity,nan,nan,False,False
GIL5,Europe,Northern Europe,United Kingdom,Government,Fixed Income,nan,nan,False,False
GILE,Europe,Northern Europe,United Kingdom,Government,Fixed Income,nan,nan,False,False
GILG,,,,Government,Fixed Income,GBP,nan,False,False
GILI,Europe,Northern Europe,United Kingdom,Government,Fixed Income,nan,nan,False,False
GILS,Europe,Northern Europe,United Kingdom,Government,Fixed Income,nan,nan,False,False
GIN,,,,Infrastructure,Equity,nan,nan,False,False
GINC,,,,Income,Equity,nan,nan,False,False
GISG,,,,Government,Fixed Income,nan,nan,False,False
GIST,,,,Government,Fixed Income,nan,nan,False,False
GJGB,,,,Mining - Gold,Equity,nan,nan,False,False
GLAB,,,,Aggregate,Fixed Income,GBP,nan,False,False
GLAD,,,,Aggregate,Fixed Income,USD,nan,False,False
GLAG,,,,Aggregate,Fixed Income,nan,nan,False,False
GLAU,,,,Aggregate,Fixed Income,USD,nan,False,False
GLBL,,,,Aggregate,Fixed Income,nan,nan,False,False
GLCB,,,,Convertible,Fixed Income,nan,nan,False,False
GLCO,,,,Corporate,Fixed Income,nan,nan,False,False
GLDA,,,,Precious Metals,Commodity,nan,nan,False,False
GLDD,,,,Precious Metals,Commodity,nan,nan,False,False
GLDU,,,,Precious Metals,Commodity,nan,nan,False,False
GLDV,,,,Income,Equity,nan,nan,False,False
GLDW,,,,Precious Metals,Commodity,nan,nan,False,False
GLGG,,,,Utilities - Water,Equity,nan,nan,False,False
GLRA,,,,Real Estate,Equity,nan,nan,False,False
GLRE,,,,Real Estate,Equity,nan,nan,False,False
GLT5,Europe,Northern Europe,United Kingdom,Government,Fixed Income,nan,nan,False,False
GLTA,Europe,Northern Europe,United Kingdom,Government,Fixed Income,nan,nan,False,False
GLTL,Europe,Northern Europe,United Kingdom,Government,Fixed Income,nan,nan,False,False
GLTP,Europe,Northern Europe,United Kingdom,Government,Fixed Income,nan,nan,False,False
GLTS,Europe,Northern Europe,United Kingdom,Government,Fixed Income,nan,nan,False,False
GLTY,Europe,Northern Europe,United Kingdom,Government,Fixed Income,nan,nan,False,False
GLUG,,,,Utilities - Water,Equity,nan,nan,False,False
GNOG,,,,Healthcare Innovations,Equity,nan,nan,False,False
GNOM,,,,Healthcare Innovations,Equity,nan,nan,False,False
GOAT,,,,Wide Moat,Equity,nan,nan,False,False
GOGB,,,,Wide Moat,Equity,nan,nan,False,False
GOLB,,,,Mining - Gold,Equity,nan,nan,False,False
GOT,,,,All Cap,Equity,nan,nan,False,False
GOUD,,,,Government,Fixed Income,nan,nan,False,False
GOVD,,,,Government,Fixed Income,nan,nan,False,False
GOVG,,,,Government,Fixed Income,nan,nan,False,False
GOVP,Americas,Northern America,United States,Government,Fixed Income,GBP,nan,False,False
GOVU,,,,Government,Fixed Income,nan,nan,False,False
GPAB,,,,Large/Mid Cap,Equity,nan,nan,False,False
GPM,,,,Mining - Gold,Equity,nan,nan,False,False
GPSA,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
GRDU,,,,Infrastructure,Equity,nan,nan,False,False
GRID,Europe,Northern Europe,United Kingdom,Energy Infrastructure,Equity,nan,nan,False,False
GRIT,,,,Mining,Equity,nan,nan,False,False
GSCT,,,,Small Cap,Equity,nan,nan,False,False
GSEM,,,,Large/Mid Cap,Equity,nan,nan,True,False
GSF,Americas,Northern America,United States,Energy Infrastructure,Equity,nan,nan,False,False
GSLC,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
GSPX,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
GV1O,,,,Clean Energy,Equity,nan,nan,False,False
GV2O,Europe,Northern Europe,United Kingdom,Energy,VCT,nan,nan,False,False
GXLC,Americas,Northern America,United States,Communication Services,Equity,nan,nan,False,False
GXLE,Americas,Northern America,United States,Energy,Equity,nan,nan,False,False
GXLF,Americas,Northern America,United States,Financial Services,Equity,nan,nan,False,False
GXLK,Americas,Northern America,United States,Technology,Equity,nan,nan,False,False
GXLV,Americas,Northern America,United States,Healthcare,Equity,nan,nan,False,False
H50A,Europe,,,Large Cap,Equity,nan,nan,False,False
H50E,Europe,,,Large Cap,Equity,nan,nan,False,False
HAGG,,,,Corporate,Fixed Income,nan,nan,False,False
HAGS,,,,Corporate,Fixed Income,nan,nan,False,False
HAN,,,,Multi Asset,Multi Asset,nan,nan,False,False
HANA,,,,All Cap,Equity,nan,nan,False,False
HBDS,,,,Large/Mid Cap,Equity,nan,nan,False,False
HBDV,,,,Large/Mid Cap,Equity,nan,nan,False,False
HBRL,Americas,Latin America and the Caribbean,Brazil,Large/Mid Cap,Equity,nan,nan,False,False
HCAA,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
HCAD,Americas,Northern America,Canada,Large/Mid Cap,Equity,nan,nan,False,False
HCAN,Americas,Northern America,Canada,Large/Mid Cap,Equity,nan,nan,False,False
HCAS,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
HCGB,Asia,Eastern Asia,China,Government,Fixed Income,nan,nan,False,False
HCGE,Asia,Eastern Asia,China,Government,Fixed Income,nan,nan,False,False
HCGG,Asia,Eastern Asia,China,Government,Fixed Income,nan,nan,False,False
HCGU,Asia,Eastern Asia,China,Government,Fixed Income,nan,nan,False,False
HCHA,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
HCHS,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
HDEM,,,,Income,Equity,nan,nan,True,False
HDEU,Europe,,,Income,Equity,nan,nan,False,False
HDGB,,,,Hydrogen Economy,Equity,nan,nan,False,False
HDIQ,Americas,Northern America,United States,Income,Equity,nan,nan,False,False
HDIV,,,,Corporate,Fixed Income,nan,nan,False,False
HDLG,Americas,Northern America,United States,Income,Equity,nan,nan,False,False
HDLV,Americas,Northern America,United States,Income,Equity,nan,nan,False,False
HDRO,,,,Hydrogen Economy,Equity,nan,nan,False,False
HEAE,Europe,,,Healthcare,Equity,nan,nan,False,False
HEAL,,,,Healthcare Innovations,Equity,nan,nan,False,False
HEAT,,,,Energy,Commodity,nan,nan,False,False
HEAW,,,,Healthcare,Equity,nan,nan,False,False
HEDF,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
HEDG,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
HEDJ,Europe,,,Large Cap,Equity,USD,nan,False,False
HEDK,Europe,,,Large/Mid Cap,Equity,USD,nan,False,False
HEDP,Europe,,,Large Cap,Equity,GBP,nan,False,False
HEDS,Europe,,,Large/Mid Cap,Equity,USD,nan,False,False
HEFT,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
HEIT,,,,Energy Infrastructure,Equity,nan,nan,False,False
HEMA,,,,Large/Mid Cap,Equity,nan,nan,True,False
HEMC,,,,Large/Mid Cap,Equity,nan,nan,True,False
HEMV,,,,Value,Equity,nan,nan,True,False
HERG,,,,Video Games,Equity,nan,nan,False,False
HERU,,,,Video Games,Equity,nan,nan,False,False
HESC,,,,Small Cap,Equity,nan,nan,True,False
HESS,,,,Small Cap,Equity,nan,nan,True,False
HEVS,,,,Value,Equity,nan,nan,True,False
HFEJ,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
HFEL,Asia,,,Income,Equity,nan,nan,False,False
HFEX,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
HGEN,,,,Hydrogen Economy,Equity,nan,nan,False,False
HGT,,,,Private Equity,Equity,nan,nan,False,False
HGVE,Asia,Eastern Asia,China,Government,Fixed Income,nan,nan,False,False
HGVG,Asia,Eastern Asia,China,Government,Fixed Income,nan,nan,False,False
HGVU,Asia,Eastern Asia,China,Government,Fixed Income,nan,nan,False,False
HHI,,,,Multi Asset,Multi Asset,nan,nan,False,False
HHV,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
HICL,,,,Infrastructure,Equity,nan,nan,False,False
HIDD,Asia,South-eastern Asia,Indonesia,Large/Mid Cap,Equity,nan,nan,False,False
HIDR,Asia,South-eastern Asia,Indonesia,Large/Mid Cap,Equity,nan,nan,False,False
HIEM,,,,Islamic,Equity,nan,nan,True,False
HIES,,,,Islamic,Equity,nan,nan,True,False
HIEU,Europe,,,Islamic,Equity,nan,nan,False,False
HIGH,Europe,,,High Yield,Fixed Income,nan,nan,False,False
HINT,,,,Income,Equity,nan,nan,False,False
HIPS,Europe,,,Islamic,Equity,nan,nan,False,False
HIUA,Americas,Northern America,United States,Islamic,Equity,nan,nan,False,False
HIUS,Americas,Northern America,United States,Islamic,Equity,nan,nan,False,False
HIWO,,,,Islamic,Equity,nan,nan,False,False
HIWS,,,,Islamic,Equity,nan,nan,False,False
HKOD,Asia,Eastern Asia,South Korea,Large/Mid Cap,Equity,nan,nan,False,False
HKOR,Asia,Eastern Asia,South Korea,Large/Mid Cap,Equity,nan,nan,False,False
HLQD,Americas,Northern America,United States,Corporate,Fixed Income,nan,nan,False,False
HLTH,Europe,,,Healthcare,Equity,nan,nan,False,False
HLTW,,,,Healthcare,Equity,nan,nan,False,False
HMAD,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
HMAF,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
HMBR,Americas,Latin America and the Caribbean,Brazil,Large/Mid Cap,Equity,nan,nan,False,False
HMCA,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
HMCD,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
HMCH,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
HMCT,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
HMCX,Europe,Northern Europe,United Kingdom,Mid Cap,Equity,nan,nan,False,False
HMEA,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
HMED,Americas,Latin America and the Caribbean,Mexico,Large/Mid Cap,Equity,nan,nan,False,False
HMEF,,,,Large/Mid Cap,Equity,nan,nan,True,False
HMEM,,,,Large/Mid Cap,Equity,nan,nan,True,False
HMES,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
HMEU,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
HMEX,Americas,Latin America and the Caribbean,Mexico,Large/Mid Cap,Equity,nan,nan,False,False
HMJA,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
HMJD,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
HMJP,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
HMJS,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
HMLA,Americas,Latin America and the Caribbean,,Large/Mid Cap,Equity,nan,nan,False,False
HMLD,Americas,Latin America and the Caribbean,,Large/Mid Cap,Equity,nan,nan,False,False
HMUD,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
HMUS,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
HMWA,,,,Large/Mid Cap,Equity,nan,nan,False,False
HMWD,,,,Large/Mid Cap,Equity,nan,nan,False,False
HMWO,,,,Large/Mid Cap,Equity,nan,nan,False,False
HMWS,,,,Large/Mid Cap,Equity,nan,nan,False,False
HMXA,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
HMXD,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
HMXJ,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
HMXS,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
HNE,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
HNSC,,,,Semiconductors,Equity,nan,nan,False,False
HNSS,,,,Semiconductors,Equity,nan,nan,False,False
HOGS,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
HOT,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
HPAE,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
HPAJ,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
HPAO,,,,Large/Mid Cap,Equity,nan,nan,False,False
HPAS,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
HPAU,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
HPAW,,,,Large/Mid Cap,Equity,nan,nan,False,False
HPAX,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
HPEF,,,,Large/Mid Cap,Equity,nan,nan,True,False
HPEM,,,,Large/Mid Cap,Equity,nan,nan,True,False
HPJP,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
HPJS,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
HPRA,,,,Real Estate,Equity,nan,nan,False,False
HPRC,,,,Real Estate,Equity,CHF,nan,False,False
HPRD,,,,Real Estate,Equity,nan,nan,False,False
HPRO,,,,Real Estate,Equity,nan,nan,False,False
HPRS,,,,Real Estate,Equity,nan,nan,False,False
HPUD,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
HPUS,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
HRI,,,,Small Cap,Equity,nan,nan,False,False
HSAS,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
HSAX,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
HSDD,,,,Large/Mid Cap,Equity,nan,nan,False,False
HSDS,,,,Large/Mid Cap,Equity,nan,nan,False,False
HSDU,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
HSED,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
HSEF,,,,Large/Mid Cap,Equity,nan,nan,True,False
HSEM,,,,Large/Mid Cap,Equity,nan,nan,True,False
HSEP,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
HSES,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
HSEU,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
HSGE,,,,Government,Fixed Income,nan,nan,False,False
HSGG,,,,Government,Fixed Income,nan,nan,False,False
HSGU,,,,Government,Fixed Income,nan,nan,False,False
HSJA,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
HSJD,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
HSJP,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
HSJS,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
HSL,Europe,Northern Europe,United Kingdom,Small Cap,Equity,nan,nan,False,False
HSMD,,,,Large/Mid Cap,Equity,nan,nan,True,False
HSMS,,,,Large/Mid Cap,Equity,nan,nan,True,False
HSPA,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
HSPC,Americas,Northern America,United States,Large Cap,Equity,CHF,nan,False,False
HSPD,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
HSPS,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
HSPX,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
HSSU,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
HSTC,Asia,Eastern Asia,China,Technology,Equity,nan,nan,False,False
HSTE,Asia,Eastern Asia,China,Technology,Equity,nan,nan,False,False
HSUD,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
HSUK,Europe,Northern Europe,United Kingdom,Large/Mid Cap,Equity,nan,nan,False,False
HSUS,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
HSWD,,,,Large/Mid Cap,Equity,nan,nan,False,False
HSWO,,,,Large/Mid Cap,Equity,nan,nan,False,False
HSXD,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
HSXE,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
HSXJ,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
HSXU,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
HTCF,,,,Corporate,Fixed Income,nan,nan,False,False
HTRD,Asia,Western Asia,Turkey,Large/Mid Cap,Equity,nan,nan,False,False
HTRY,Asia,Western Asia,Turkey,Large/Mid Cap,Equity,nan,nan,False,False
HTWD,Asia,Eastern Asia,Taiwan,Large/Mid Cap,Equity,nan,nan,False,False
HTWG,,,,Hydrogen Economy,Equity,nan,nan,False,False
HTWN,Asia,Eastern Asia,Taiwan,Large/Mid Cap,Equity,nan,nan,False,False
HTWO,,,,Hydrogen Economy,Equity,nan,nan,False,False
HUKD,Europe,Northern Europe,United Kingdom,Large/Mid Cap,Equity,nan,nan,False,False
HUKS,Europe,Northern Europe,United Kingdom,Large/Mid Cap,Equity,nan,nan,False,False
HUKX,Europe,Northern Europe,United Kingdom,Large Cap,Equity,nan,nan,False,False
HVPD,,,,Private Equity,Equity,nan,nan,False,False
HVPE,,,,Private Equity,Equity,nan,nan,False,False
HWDA,,,,Large/Mid Cap,Equity,nan,nan,False,False
HWDC,,,,Large/Mid Cap,Equity,CHF,nan,False,False
HWDE,,,,Large/Mid Cap,Equity,EUR,nan,False,False
HWSC,,,,Small Cap,Equity,nan,nan,False,False
HWSS,,,,Small Cap,Equity,nan,nan,False,False
HWVL,,,,Value,Equity,nan,nan,False,False
HWVS,,,,Value,Equity,nan,nan,False,False
HWWA,,,,Large/Mid Cap,Equity,nan,nan,False,False
HWWD,,,,Large/Mid Cap,Equity,nan,nan,False,False
HWWS,,,,Large/Mid Cap,Equity,nan,nan,False,False
HYDE,,,,Hydrogen Economy,Equity,nan,nan,False,False
HYDN,,,,Hydrogen Economy,Equity,nan,nan,False,False
HYEA,,,,High Yield,Fixed Income,nan,nan,False,False
HYEM,,,,High Yield,Fixed Income,nan,nan,True,False
HYFA,Americas,Northern America,United States,High Yield,Fixed Income,nan,nan,False,False
HYFC,Americas,Northern America,United States,High Yield,Fixed Income,nan,nan,False,False
HYG,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
HYGB,,,,High Yield,Fixed Income,nan,nan,True,False
HYGG,,,,Hydrogen Economy,Equity,nan,nan,False,False
HYGN,,,,Hydrogen Economy,Equity,nan,nan,False,False
HYGU,Europe,,,High Yield,Fixed Income,USD,nan,False,False
HYLA,,,,High Yield,Fixed Income,nan,nan,False,False
HYLD,,,,High Yield,Fixed Income,nan,nan,False,False
HYSD,,,,Corporate,Fixed Income,nan,nan,False,False
HYUS,Americas,Northern America,United States,High Yield,Fixed Income,nan,nan,False,False
I500,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
IAAA,,,,Government,Fixed Income,nan,nan,False,False
IAEX,Europe,Western Europe,Netherlands,Large Cap,Equity,nan,nan,False,False
IAPD,Asia,,,Income,Equity,nan,nan,False,False
IASH,Asia,Eastern Asia,China,Large/Mid Cap,Equity,nan,nan,False,False
IASP,Asia,,,Real Estate,Equity,nan,nan,False,False
IAT,Asia,,,All Cap,Equity,nan,nan,False,False
IAUP,,,,Mining - Gold,Equity,nan,nan,False,False
